,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-13 09:40:17.543859,"I love my frog toy. I love my comfy bed. I love all my friends who take such good care of me. I DO NOT love living in an animal shelter. I WOULD love it if somebody would come who wanted to get to know me, and love me, and give me the forever home that I deserve. That is my dream...❤️🐶
#adoptconfettialready #shelterdogneedsagoodhome
#boxerpitmix #adoptlove #rbarishelter",False,69,2018-01-04T00:52:22.000Z,adoptconfetti,https://www.instagram.com/p/BdghMC1Bq4f/?tagged=adoptlove,0
1,2018-02-13 09:40:17.543859,Hello beautiful. Dreams do come true! We will all make a special Wish and maybe you will soon have a lovely home to call your own 😘😘😘😘😘,False,69,2018-01-04T00:52:22.000Z,adoptconfetti,https://www.instagram.com/p/BdghMC1Bq4f/?tagged=adoptlove,0
2,2018-02-13 09:40:17.543859,❤️❤️❤️❤️❤️❤️❤️❤️❤️,False,69,2018-01-04T00:52:22.000Z,adoptconfetti,https://www.instagram.com/p/BdghMC1Bq4f/?tagged=adoptlove,0
0,2018-02-13 09:40:23.457150,"#Repost @northcentralshelter
・・・
•RED ALERT/ URGENT- please share!!•
Beautiful, sweet Lady has been waiting ONE YEAR (intake 01/03/17) for her special someone! Her ADOPTION FEE was recently SPONSORED by a generous donor who says “Her gentle spirit touched my soul. She wants to experience kindness.”
Lady was surrendered by her (previous) owners when she was pregnant. Her puppies have all been adopted and we would like to see her go home also! Lady has an irresistibly smiley face and takes treats like a perfect lady! She is very excitable in her kennel, but when you meet her, she shows her gentle & affectionate nature with people. She is 3 yrs old, 55 lbs., and spayed already. Come show her how good life with a person can be!
🌷LADY #A1674966 ❤️
*Lady is RED ALERTED and in urgent need of adoption or rescue!*
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------
#adoptme #takemehome #savealifeadopt #happydoghappylife #adoptlove #adorabull #sweetgirl #laanimalservices #nkla #friendforkeeps #pickme #urgentdog #sharingsaveslives",False,24,2018-01-04T00:30:31.000Z,givethedogahome,https://www.instagram.com/p/Bdger7dBASN/?tagged=adoptlove,0
0,2018-02-13 09:40:29.617648,"#Repost @rescuesneedyou (@get_repost)
・・・
@Regranned from @northcentralshelter - •RED ALERT/ URGENT- please share!!•
Beautiful, sweet Lady has been waiting ONE YEAR (intake 01/03/17) for her special someone! Her ADOPTION FEE was recently SPONSORED by a generous donor who says “Her gentle spirit touched my soul. She wants to experience kindness.”
.
Lady was surrendered by her (previous) owners when she was pregnant. Her puppies have all been adopted and we would like to see her go home also! Lady has an irresistibly smiley face and takes treats like a perfect lady! She is very excitable in her kennel, but when you meet her, she shows her gentle & affectionate nature with people. She is 3 yrs old, 55 lbs., and spayed already. Come show her how good life with a person can be!
🌷LADY #A1674966 ❤️
*Lady is RED ALERTED and in urgent need of adoption or rescue!*
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------
#adoptme #takemehome #savealifeadopt #happydoghappylife #adoptlove #adorabull #sweetgirl #laanimalservices #nkla #friendforkeeps #pickme #urgentdog #sharingsaveslives - #regrann",False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
1,2018-02-13 09:40:29.617648,@nwdogproject @nokilllosangeles @norcalbullybreedrescue @angelcitypits @bulliesandbuddies @ocpitbulls URGENT,False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
2,2018-02-13 09:40:29.617648,@ocstepfordwife @karmarescue @labsandfriends @muchloveanimalrescue @itsthepitsdogrescue URGENT !!!,False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
3,2018-02-13 09:40:29.617648,@liveloveanimalrescue @loveleorescue @rebeldogsrescue @wagsandwalks @deityanimalrescue URGENT!!,False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
4,2018-02-13 09:40:29.617648,@sirpatstew @eliluxuri @newyorkbullycrew @lauren_lundy @ocstepfordwife URGENT,False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
5,2018-02-13 09:40:29.617648,@journeyofnana @mancinettipics @alex_rachelcedeno URGENT!!!,False,11,2018-01-04T00:00:41.000Z,kristilwinther,https://www.instagram.com/p/BdgbRYxFRg2/?tagged=adoptlove,0
