,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-13 08:37:50.261514,"@Regrann from @northcentralshelter - Repost @oneheartcoffee ・・・
💞Valentines Day Box Reveal #2/Giveaway💞-We’re so excited to announce we teamed up with the extremely talented @luvabullz for our V-day Card!! I met Captain a few months back @northcentralshelter where he’s been stuck for almost two years.💔💔💔As everyone knows our boxes are meant to help network animals who need forever homes in a fun way. Anyone who reposts and shares Captains story by tagging us and hashtags #oneheartadopt will be eligible to win our March box.
💘
💘
Once upon a time a dog named Captain found himself at a scary shelter. He wished upon all the stars that one day someone would come and whisk him to safety. Sadly, day after day, week after week, a year and now almost two no one came. But he still wishes for magic with all his might that one day his dream will come true. Captain is a lovable teddy bear who's ready to curl up by the fire place, snuggle and drink hot coco. He's waiting for his fairytale ending full of magic and treats.
Captain has been friendly with dogs (med/large), both male and female, he has met at the shelter on walks and dropped leash play dates. He might like to live with a canine companion in his new home (slow intros always recommended 😊)!
💘
Interested in adopting Captain?
Contact @northcentralshelter
Captain is 🚨Red Listed🚨 & in URGENT need of adoption or rescue!
Intake Date-3/3/2016
ID #A1613429
Location-North Central LA City Shelter;
3201 Lacy St., Los Angeles, CA;
213-485-5767.
#oneheartcoffee #adoptcaptain #savealifeadopt #startalovestory #takemehome #bigheadbigheart #adoptlove #happydoghappylife #sharingsaveslives #adorabull #staffylove - #regrann",False,18,2018-01-14T20:38:25.000Z,lashelterpets,https://www.instagram.com/p/Bd8Y3m8nAkN/?tagged=adoptlove,0
0,2018-02-13 08:37:56.275826,"My composite of one image of each animal that I photographed for Houston area Rescues in 2017. 267 on here but I seem to be missing a few, I had counted 275 so I am not sure who I left off...I had to take some time off right after Hurricane Harvey flooded us at the end of August and in all that mess I seem to have lost my chart of past years' totals but 2017 has to be less than when I shot weekly at Animal Control. I mostly shoot for 4 Rescues though will photograph if I can for others when asked. These animals were all saved. I am one volunteer photographer in one city, I know of several more around Houston, all trying to help the thousands and thousands of homeless pets just in our area. In the 8 years I have been doing this I do not think anything has changed as far as the number of abandoned animals. I love Best Friends' motto ---- Save Them All...we are still trying.
#rescued #rescuephotography #rescuepets #rescuepetsrock #houston #houstonpets #houstonlife #adoptdontshop #adoptdontbuy #adoptlove #adoptfosterrescue #nikon",False,23,2018-01-14T20:38:23.000Z,cynthiajbarker,https://www.instagram.com/p/Bd8Y3ajFCor/?tagged=adoptlove,0
0,2018-02-13 08:38:02.027331,"Jon Snow has been adopted!! You can find all of our adoptable animals, as well as our Adoption Center hours on our website: FriendsofStrays.com

#adopt #rescue #adoptdontshop #adoptlocal #fos #fortheanimals #animalshelter #tampabay #stpete #stpetersburg #fl #pinellas #keepstpetelocal #ilovemyrescue #animalrescue #supportfos #shelterpetlove #startastoryadopt #adoptlove #iadopted #adoptspot #savinglives",False,86,2018-01-14T20:35:27.000Z,friendsofstrays,https://www.instagram.com/p/Bd8Yh6zjkLb/?tagged=adoptlove,0
0,2018-02-13 08:38:08.045607,"@northcentralshelter - 🚨Red Listed🚨
#Repost @oneheartcoffee ・・・
💞Valentines Day Box Reveal #2/Giveaway💞-We’re so excited to announce we teamed up with the extremely talented @luvabullz for our V-day Card!! I met Captain a few months back @northcentralshelter where he’s been stuck for almost two years.💔💔💔As everyone knows our boxes are meant to help network animals who need forever homes in a fun way. Anyone who reposts and shares Captains story by tagging us and hashtags #oneheartadopt will be eligible to win our March box.
💘
💘
Once upon a time a dog named Captain found himself at a scary shelter. He wished upon all the stars that one day someone would come and whisk him to safety. Sadly, day after day, week after week, a year and now almost two no one came. But he still wishes for magic with all his might that one day his dream will come true. Captain is a lovable teddy bear who's ready to curl up by the fire place, snuggle and drink hot coco. He's waiting for his fairytale ending full of magic and treats.
Captain has been friendly with dogs (med/large), both male and female, he has met at the shelter on walks and dropped leash play dates. He might like to live with a canine companion in his new home (slow intros always recommended 😊)! 💘
💘
Interested in adopting Captain?
Contact @northcentralshelter
Intake Date-3/3/2016
ID #A1613429
Location-North Central LA City Shelter;
3201 Lacy St., Los Angeles, CA;
213-485-5767.
#oneheartcoffee #adoptcaptain #savealifeadopt #startalovestory #takemehome #bigheadbigheart #adoptlove #happydoghappylife #sharingsaveslives #adorabull #staffylove",False,19,2018-01-14T19:43:25.000Z,beastymermaid,https://www.instagram.com/p/Bd8Sku9hinM/?tagged=adoptlove,0
1,2018-02-13 08:38:08.045607,😍,False,19,2018-01-14T19:43:25.000Z,beastymermaid,https://www.instagram.com/p/Bd8Sku9hinM/?tagged=adoptlove,0
0,2018-02-13 08:38:14.326433,"01/19 Update: Captain RESCUED! 🎉
Repost @oneheartcoffee ・・・
💞Valentines Day Box Reveal #2/Giveaway💞
We’re so excited to announce we teamed up with the extremely talented @luvabullz for our V-day Card!! I met Captain a few months back @northcentralshelter where he’s been stuck for almost two years.💔💔💔As everyone knows our boxes are meant to help network animals who need forever homes in a fun way. Anyone who reposts and shares Captains story by tagging us and hashtags #oneheartadopt will be eligible to win our March box.
💘
💘
Once upon a time a dog named Captain found himself at a scary shelter. He wished upon all the stars that one day someone would come and whisk him to safety. Sadly, day after day, week after week, a year and now almost two no one came. But he still wishes for magic with all his might that one day his dream will come true. Captain is a lovable teddy bear who's ready to curl up by the fire place, snuggle and drink hot coco. He's waiting for his fairytale ending full of magic and treats.
Captain has been friendly with dogs (med/large), both male and female, he has met at the shelter on walks and dropped leash play dates. He might like to live with a canine companion in his new home (slow intros always recommended 😊)!
💘
Interested in adopting Captain?
Contact @northcentralshelter
Captain is 🚨Red Listed🚨 & in URGENT need of adoption or rescue!
Intake Date-3/3/2016
ID #A1613429
Location-North Central LA City Shelter;
3201 Lacy St., Los Angeles, CA;
213-485-5767.
#oneheartcoffee #adoptcaptain #savealifeadopt #startalovestory #takemehome #bigheadbigheart #adoptlove #happydoghappylife #sharingsaveslives #adorabull #staffylove",False,109,2018-01-14T19:41:58.000Z,northcentralshelter,https://www.instagram.com/p/Bd8SaMmhXDQ/?tagged=adoptlove,0
1,2018-02-13 08:38:14.326433,"There is Rescue interest in Captain but they are looking for a committed foster. If you can help, please contact us! 💞",False,109,2018-01-14T19:41:58.000Z,northcentralshelter,https://www.instagram.com/p/Bd8SaMmhXDQ/?tagged=adoptlove,0
2,2018-02-13 08:38:14.326433,Captain !!,False,109,2018-01-14T19:41:58.000Z,northcentralshelter,https://www.instagram.com/p/Bd8SaMmhXDQ/?tagged=adoptlove,0
3,2018-02-13 08:38:14.326433,Oh no! Sharing,False,109,2018-01-14T19:41:58.000Z,northcentralshelter,https://www.instagram.com/p/Bd8SaMmhXDQ/?tagged=adoptlove,0
4,2018-02-13 08:38:14.326433,Will repost as soon as I download a different app.,False,109,2018-01-14T19:41:58.000Z,northcentralshelter,https://www.instagram.com/p/Bd8SaMmhXDQ/?tagged=adoptlove,0
