,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 20:36:16.144084,"Can’t have a Chip without Dale!!! @rockcityrescue .
.
.
#petphotographer #petphotography #dogphotographer #rescuephotographer #dogsofinstgram #puppiesofinstagram #adoptdontshop #fosteringdogssaveslives #adoptlove",False,25,2018-02-07T04:35:34.000Z,melodyjamesrescuephotography,https://www.instagram.com/p/Be4dwcnhenf/?tagged=adoptlove,0
0,2018-02-12 20:36:21.917479,"The master of snooze. The king of cuddles. The one. The only. Dempsey. 👑🐶
#dogsofinstagram
#dogs
#adoptdontshop
#adoptlove
#spoiled
#instalike",False,22,2018-02-07T04:06:04.000Z,laurennburton,https://www.instagram.com/p/Be4aYfnFoJX/?tagged=adoptlove,0
0,2018-02-12 20:36:27.784229,"#Repost @northcentralshelter
Smiley senior Yucon is a super sweet and affectionate gentleman. At 10 years of age, he has playful tendencies and bursts of energy that prove age is just a number! This happy meatball is 74 pounds but thinks he is a lap dog and likes to climb onto your lap for smooches if you give him the chance. 😙 He is calm and easygoing, already knows how to sit and walks well on leash. Talk about a silver fox! Yucon has been waiting at the shelter since December 2, 2017 and is so ready to find a home of his own. All of our dogs deserve a home with a soft warm bed to call their own, but this is especially true for seniors! Come in to meet dear Mr. Yucon today!
Yucon is *Blue/Medically Alerted for geriatric, worn teeth*. SHARE to help his special family find him!
YUCON 🤠 #A1744352
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #mcm #happydoghappylife #fosterme #startastoryadopt #adoptlove #bemyvalentine #staffysmile #seniordogsrock #sweetsenior
#loveisintheair #friendforlife #bestwoof #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,15,2018-02-07T03:52:08.000Z,kyriah124,https://www.instagram.com/p/Be4YyZGlDsC/?tagged=adoptlove,0
0,2018-02-12 20:36:34.008801,"#givemeabreak 🤦🏽‍♂️
#kids can be #annoying 😂
.
.
.
.
#sun #play #playingdogs #buttface
#hongkongdogrescue #hkdr #rescuedog #adoptionisforlife",True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
1,2018-02-12 20:36:34.008801,#adopt #adoptLOVE #adoptdontshop #hongkongdog #hkdog #hkdoggie #hkdoglovers #hongkong #hk #hkig #dog #dogsofinstagram #doglife #instadog #dogstagram #insta_animal #dogoftheday #ilovemydog #excellent_dogs #mongrel #mongreldog #mixedbreed #crossbreed #唐狗 #唐狗也是寶 #領養不棄養 #領養代替購買 #mix犬 #犬 #毛孩,True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
2,2018-02-12 20:36:34.008801,Hello DB! My mummy used to like u a lot when she volunteered in HKDR 😬,True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
3,2018-02-12 20:36:34.008801,@themiloandsodadiary ❤️ oh I hope your mum still like me! I can ask my servant to line up a meetup!,True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
4,2018-02-12 20:36:34.008801,@deebeedoggie yes pls!!!! 😍😍 and of course my mumma still likes u!,True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
5,2018-02-12 20:36:34.008801,So cute!!! Jumping around so hhyper 😂😂,True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
6,2018-02-12 20:36:34.008801,"@cookieho9 yes ah he’s annoying in a cutie sort of way, or cute in an annoying sort of way 🤪",True,55,2018-02-07T03:51:28.000Z,deebeedoggie,https://www.instagram.com/p/Be4Yo5HlmXT/?tagged=adoptlove,123
