,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 20:43:59.893566,"#Repost @northcentralshelter with @get_repost
・・・
Smiley senior Yucon is a super sweet and affectionate gentleman. At 10 years of age, he has playful tendencies and bursts of energy that prove age is just a number! This happy meatball is 74 pounds but thinks he is a lap dog and likes to climb onto your lap for smooches if you give him the chance. 😙 He is calm and easygoing, already knows how to sit and walks well on leash. Talk about a silver fox! Yucon has been waiting at the shelter since December 2, 2017 and is so ready to find a home of his own. All of our dogs deserve a home with a soft warm bed to call their own, but this is especially true for seniors! Come in to meet dear Mr. Yucon today!
Yucon is *Blue/Medically Alerted for geriatric, worn teeth*. SHARE to help his special family find him!
Yucon 🤠💘 #A1744352
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #mcm #happydoghappylife #fosterme #startastoryadopt #adoptlove #bemyvalentine #staffysmile #seniordogsrock #sweetsenior
#loveisintheair #friendforlife #bestwoof #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,14,2018-02-06T01:36:10.000Z,artbymax,https://www.instagram.com/p/Be1kbtIDb0s/?tagged=adoptlove,0
1,2018-02-12 20:43:59.893566,damn!!....,False,14,2018-02-06T01:36:10.000Z,artbymax,https://www.instagram.com/p/Be1kbtIDb0s/?tagged=adoptlove,0
0,2018-02-12 20:44:05.728311,"Dapper Chip is available from @rockcityrescue! .
.
.
#petphotography #petphotographer #dogphotographer #dogsofinstgram #pittiesofinstagram #puppiesofinstagram #fosteringdogssaveslives #adoptdontshop #adoptlove",False,21,2018-02-06T01:28:06.000Z,melodyjamesrescuephotography,https://www.instagram.com/p/Be1jgmlBnFx/?tagged=adoptlove,0
0,2018-02-12 20:44:11.656204,"Treats?! I smell treats! 🍪
.
.
.
.
#treats #yum #nose #dognose #snoot #closeup #reallyclose #iamamuppet #Benny #dogsofinstagram #obx #obxdog #dogsofobx #dogstagram #aussiegram #bordercollie #fluffydog #floof #floofy #rescuedog #rescuedogsofinstagram #adoptdontshop #adoptlove #bestfriend #Muppet #muppetdog #lifeandloveofarescuedog #startastoryadopt",False,37,2018-02-06T01:21:01.000Z,little_benny_d,https://www.instagram.com/p/Be1isvjAiLe/?tagged=adoptlove,0
1,2018-02-12 20:44:11.656204,#boopmynose ❤️🐶❤️🐶,False,37,2018-02-06T01:21:01.000Z,little_benny_d,https://www.instagram.com/p/Be1isvjAiLe/?tagged=adoptlove,0
2,2018-02-12 20:44:11.656204,@travelingwith_titus_and_sophie perfect!! Boop! 😄,False,37,2018-02-06T01:21:01.000Z,little_benny_d,https://www.instagram.com/p/Be1isvjAiLe/?tagged=adoptlove,0
0,2018-02-12 20:44:17.769894,"These pictures were taken a year ago, the day that Charlie stole my heart and came into our family. That day, I went to the store to buy a safety harness for Daisy, and while there I met Charlie (then named Penny) at an adoption drive... she stole my heart immediately. So, that day I returned home with a new puppy. Sometimes life comes with the most amazing surprises.
.
.
#AdoptLove #WhoRescuedWho #GodIsGoodAllTheTime #GodIsGood #ILoveMyBeagle #KentuckyBlogger #KYBlogger #FarmhouseLife #LexingtonHumaneSociety #ADogsPurpose #MyDogsPurpose #BeagleLove #PetSmartAdoptions #AdoptDontShop @lexingtonhumane #BeaglePuppy #FarmhouseLove #LifeOnTheFarm",False,37,2018-02-06T01:04:25.000Z,uncustomaryhousewife,https://www.instagram.com/p/Be1gzG8gAS6/?tagged=adoptlove,0
1,2018-02-12 20:44:17.769894,What a cutie 😊,False,37,2018-02-06T01:04:25.000Z,uncustomaryhousewife,https://www.instagram.com/p/Be1gzG8gAS6/?tagged=adoptlove,0
2,2018-02-12 20:44:17.769894,Charlie is a lucky boy! #adoptdontshop,False,37,2018-02-06T01:04:25.000Z,uncustomaryhousewife,https://www.instagram.com/p/Be1gzG8gAS6/?tagged=adoptlove,0
0,2018-02-12 20:44:24.518311,"#Repost @northcentralshelter (@get_repost)
・・・
Smiley senior Yucon is a super sweet and affectionate gentleman. At 10 years of age, he has playful tendencies and bursts of energy that prove age is just a number! This happy meatball is 74 pounds but thinks he is a lap dog and likes to climb onto your lap for smooches if you give him the chance. 😙 He is calm and easygoing, already knows how to sit and walks well on leash. Talk about a silver fox! Yucon has been waiting at the shelter since December 2, 2017 and is so ready to find a home of his own. All of our dogs deserve a home with a soft warm bed to call their own, but this is especially true for seniors! Come in to meet dear Mr. Yucon today!
Yucon is *Blue/Medically Alerted for geriatric, worn teeth*. SHARE to help his special family find him!
Yucon 🤠💘 #A1744352
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #mcm #happydoghappylife #fosterme #startastoryadopt #adoptlove #bemyvalentine #staffysmile #seniordogsrock #sweetsenior
#loveisintheair #friendforlife #bestwoof #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,170,2018-02-06T00:54:00.000Z,rescuesneedyou,https://www.instagram.com/p/Be1fm2xg1-w/?tagged=adoptlove,0
