,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 21:06:35.511319,"February is Spay & Neuter Month! These three siblings, Tini, Denis, and Poco, received their neuter surgeries at the @snpla with the help of a PetSmart Charities grant. Find a clinic near you for Spay/Neuter Month via the link in our bio.
📷: @snpla",False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
1,2018-02-12 21:06:35.511319,#adoptdontshop #dogsofinstagram #adoptlove #happytails #rescuesrock #dogsoftheday #adoptapet #rescuedog #weeklyfluff #spayneutermonth #spayneuter,False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
2,2018-02-12 21:06:35.511319,@petsmartcharities thank you for sharing and supporting our organization! 💙,False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
3,2018-02-12 21:06:35.511319,<3 <3,False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
4,2018-02-12 21:06:35.511319,@snpla Thank YOU! It's with the help of organizations like yourself that we can make an impact together.,False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
5,2018-02-12 21:06:35.511319,OSPCA,False,450,2018-02-02T21:46:58.000Z,petsmartcharities,https://www.instagram.com/p/Betb0SgD0mQ/?tagged=adoptlove,0
0,2018-02-12 21:06:41.264026,"This little girl sang the right tune to her new family and is on her way home, Congrats Melody enjoy your new life!! You can find all of our adoptable animals, as well as our Adoption Center hours on our website: FriendsofStrays.com

#adopt #rescue #adoptdontshop #adoptlocal #fos #fortheanimals #animalshelter #tampabay #stpete #stpetersburg #fl #pinellas #keepstpetelocal #ilovemyrescue #animalrescue #supportfos #shelterpetlove #startastoryadopt #adoptlove #iadopted #adoptspot #savinglives",False,88,2018-02-02T21:37:48.000Z,friendsofstrays,https://www.instagram.com/p/BetaxPvjIVi/?tagged=adoptlove,0
0,2018-02-12 21:06:47.106228,"My brofur is hungry for the weekend or maybe tuna snacks I can never tell 🙄 .
.
.
.
.
.
.
.
#tabby #meow_beauties #catsofinstagram #tabbycatsofinstagram #adoptlove #meowvswoof #magnificent_meowdels #happycatclub #excellent_cats #topcatphoto #catoftheday #kitty #bestcataward #prettykitty #igmeows #cat_features #bestmeow #oakland #pnwcats #ww #whiskerwednesday #gameoftones #wildernessculture #mkexplore #earthpics #staywild #liveyouradventure",False,110,2018-02-02T21:32:09.000Z,talathebrave,https://www.instagram.com/p/BetaH2cgIzW/?tagged=adoptlove,0
1,2018-02-12 21:06:47.106228,Too cute,False,110,2018-02-02T21:32:09.000Z,talathebrave,https://www.instagram.com/p/BetaH2cgIzW/?tagged=adoptlove,0
2,2018-02-12 21:06:47.106228,Awesome!,False,110,2018-02-02T21:32:09.000Z,talathebrave,https://www.instagram.com/p/BetaH2cgIzW/?tagged=adoptlove,0
0,2018-02-12 21:06:52.970616,"Valentine’s Day is just around the corner and Bonni is still hoping to find her sweetheart! This gorgeous, well-mannered gal is ready to go home today with a lucky family! 💘
Bonni is extremely sweet, walks well on the leash, and loves to play with tennis balls in the yard with volunteers. She also fancies herself a lady of leisure and loves to hop up on the chair and sit next to you. 😁 At 6 years of age, she is the perfect mix of a playful dog and couch potato, and is sure to be a loyal companion!
Bonni is ready to find a forever home complete with a couch & humans to love! She has been at the shelter since September 2017 and weighs 65 pounds.
🐕 BONNI ❤️🐾 #A1728599
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #happydoghappylife #fosterme #startastoryadopt #adoptlove #sweetheart #bemyvalentine #foreverhomeneeded #staffygram #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,11,2018-02-02T21:11:08.000Z,adoptapit626,https://www.instagram.com/p/BetXt6IjuCl/?tagged=adoptlove,0
1,2018-02-12 21:06:52.970616,Thank you for sharing!,False,11,2018-02-02T21:11:08.000Z,adoptapit626,https://www.instagram.com/p/BetXt6IjuCl/?tagged=adoptlove,0
0,2018-02-12 21:06:58.931550,"Do you need some sunshine in your life? Jovial Justin is a bubbly character who constantly makes us smile with a slight cock of his head and twinkle in his eyes. He doesn't even know he's being cute!
At 2.5 years old, he is a bundle of puppy exuberance who would make an excellent jogging partner. 👣🐾 Justin loves playing fetch and has adored everyone he's met so far. He is treat-motivated and already knows sit, shake, and down! Come teach him new tricks!

Justin is an adorable, friendly, and playful 65 lbs., brindle, neutered male who has been at the shelter since Dec 26, 2017. Please come meet this lovable tail-wagger and give him a chance at a forever home today! And don’t forget to SHARE!
🌞⚾ JUSTIN #A1675613
------------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213-485-5767.
----------------
#adoptme #rescueme #happydoghappylife #tongueouttuesday #fetchnfun #adoptdontshop #pibble #pocketpit #startastoryadopt #takemehome #friendforkeeps #adoptlove #savealifeadopt #laanimalservices #laadopt #losangeles #brindle #sharingsaveslives #sharingiscaring",True,12,2018-02-02T21:07:57.000Z,adoptapit626,https://www.instagram.com/p/BetXRcJj3pT/?tagged=adoptlove,9
1,2018-02-12 21:06:58.931550,👍,True,12,2018-02-02T21:07:57.000Z,adoptapit626,https://www.instagram.com/p/BetXRcJj3pT/?tagged=adoptlove,9
0,2018-02-12 21:07:04.703078,"Gettin’ ready for Friday night like:

#adoptdontshop #adoptlove #yolo #friday #hotdog #catdog #catsofinstagram #cat #hamptons",False,66,2018-02-02T21:03:00.000Z,southamptonanimalshelteradopt,https://www.instagram.com/p/BetWyR7Hu8p/?tagged=adoptlove,0
0,2018-02-12 21:07:10.502208,"@northcentralshelter - Valentine’s Day is just around the corner and Bonni is still hoping to find her sweetheart! This gorgeous, well-mannered gal is ready to go home today with a lucky family! 💘
Bonni is extremely sweet, walks well on the leash, and loves to play with tennis balls in the yard with volunteers. She also fancies herself a lady of leisure and loves to hop up on the chair and sit next to you. 😁 At 6 years of age, she is the perfect mix of a playful dog and couch potato, and is sure to be a loyal companion!
Bonni is ready to find a forever home complete with a couch & humans to love! She has been at the shelter since September 2017 and weighs 65 pounds.
🐕 BONNI ❤️🐾 #A1728599
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #happydoghappylife #fosterme #startastoryadopt #adoptlove #sweetheart #bemyvalentine #foreverhomeneeded #staffygram #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,14,2018-02-02T20:49:07.000Z,beastymermaid,https://www.instagram.com/p/BetVMklhTDQ/?tagged=adoptlove,0
1,2018-02-12 21:07:10.502208,Thank you for sharing!,False,14,2018-02-02T20:49:07.000Z,beastymermaid,https://www.instagram.com/p/BetVMklhTDQ/?tagged=adoptlove,0
2,2018-02-12 21:07:10.502208,@northcentralshelter 💚💚💚,False,14,2018-02-02T20:49:07.000Z,beastymermaid,https://www.instagram.com/p/BetVMklhTDQ/?tagged=adoptlove,0
0,2018-02-12 21:07:16.937631,"‼️Los Angeles‼️
#Repost @northcentralshelter
・・・
Valentine’s Day is just around the corner and Bonni is still hoping to find her sweetheart! This gorgeous, well-mannered gal is ready to go home today with a lucky family! 💘
Bonni is extremely sweet, walks well on the leash, and loves to play with tennis balls in the yard with volunteers. She also fancies herself a lady of leisure and loves to hop up on the chair and sit next to you. 😁 At 6 years of age, she is the perfect mix of a playful dog and couch potato, and is sure to be a loyal companion!
Bonni is ready to find a forever home complete with a couch & humans to love! She has been at the shelter since September 2017 and weighs 65 pounds.
🐕 BONNI ❤️🐾 #A1728599
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #happydoghappylife #fosterme #startastoryadopt #adoptlove #sweetheart #bemyvalentine #foreverhomeneeded #staffygram #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,12,2018-02-02T20:48:07.000Z,rescuepawsalert,https://www.instagram.com/p/BetVFVVB4qO/?tagged=adoptlove,0
1,2018-02-12 21:07:16.937631,Thank you for sharing!,False,12,2018-02-02T20:48:07.000Z,rescuepawsalert,https://www.instagram.com/p/BetVFVVB4qO/?tagged=adoptlove,0
0,2018-02-12 21:07:23.062591,"Valentine’s Day is just around the corner and Bonni is still hoping to find her sweetheart! This gorgeous, well-mannered gal is ready to go home today with a lucky family! 💘
Bonni is extremely sweet, walks well on the leash, and loves to play with tennis balls in the yard with volunteers. She also fancies herself a lady of leisure and loves to hop up on the chair and sit next to you. 😁 At 6 years of age, she is the perfect mix of a playful dog and couch potato, and is sure to be a loyal companion!
Bonni is ready to find a forever home complete with a couch & humans to love! She has been at the shelter since September 2017 and weighs 65 pounds.
🐕 BONNI ❤️🐾 #A1728599
--------------------
All North Central animals come spayed/neutered, microchipped and current on all their shots (including rabies). North Central LA City shelter; 3201 Lacy St., Los Angeles, CA; 213­-485­-5767.
--------------------
#adoptme #takemehome #happydoghappylife #fosterme #startastoryadopt #adoptlove #sweetheart #bemyvalentine #foreverhomeneeded #staffygram #shelterdogsrock #laanimalservices #losangeles #sharingsaveslives #sharemystory",False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
1,2018-02-12 21:07:23.062591,sweetheart! @home_fur_friends_rescue @idoh_rescue @designerdogrescue,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
2,2018-02-12 21:07:23.062591,@downtowndogrescue @loveleorescue @maedayrescue @thelittlereddog @chewslifedogrescue @2ndchancesrescue @ocpitbulls,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
3,2018-02-12 21:07:23.062591,@laadopt @dixie812 @rescuesneedyou @puppyluvla @cocosawarenessproject,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
4,2018-02-12 21:07:23.062591,❤️❤️❤️❤️🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
5,2018-02-12 21:07:23.062591,Cuuuute! 💙,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
6,2018-02-12 21:07:23.062591,She is just lovely ❤️❤️❤️,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
7,2018-02-12 21:07:23.062591,Love her!!!!,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
8,2018-02-12 21:07:23.062591,Bonni is the best! Perfect dog :),False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
9,2018-02-12 21:07:23.062591,🌸💕🌸💕🌸💕,False,141,2018-02-02T20:45:15.000Z,northcentralshelter,https://www.instagram.com/p/BetUwXAhVaS/?tagged=adoptlove,0
0,2018-02-12 21:07:29.076639,"RALEIGH 💙 fun, athletic, wonderful with other dogs and so handsome! 2 yrs old and 65lbs he’d be a great match for a wide range of adopters! Available for adoption thru @angelcitypits 😘💪🏼 #adoptlove",False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
1,2018-02-12 21:07:29.076639,"*
*
*
*
#rescuedismyfavoritebreed
#dogisgodspelledbackwards
#adoptdontshop #volunteer #donate #foster #shelterdog #notdefective #donteatanimals #ritaearlphotography #heartsspeak #dogsofla #losangelespetphotography
#losangelespetphotography
#adoptabledogsoflosangeles
#adoptonesavestwo
#supportyourlocalrescue #pitbull #pitbulllove #pitbullsofinstagram #pitbullsofig",False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
2,2018-02-12 21:07:29.076639,Omg that derp!,False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
3,2018-02-12 21:07:29.076639,Just an amazing photo,False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
4,2018-02-12 21:07:29.076639,Oh my! He’s a beauty💛and a bit silly😁,False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
5,2018-02-12 21:07:29.076639,💓,False,248,2018-02-02T20:23:59.000Z,rita_earl_blackwell,https://www.instagram.com/p/BetSUkehUTU/?tagged=adoptlove,0
