,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 21:14:13.321276,Getting some dental work done with the3 year old by my side. #dental #shades #toddler #toddlerlife #toddlerfashion #toddlersofinstagram #adoption #adoptionrocks #adoptlove #dentist #teeth #mom #momlife,False,69,2018-02-01T19:44:33.000Z,kristinairby24,https://www.instagram.com/p/BeqpA3qgcO1/?tagged=adoptlove,0
1,2018-02-12 21:14:13.321276,"@kristinairby24 she’s cute enough to make even the dentist a pleasant experience!! Many blessings to you and yours in the year ahead, Sister!",False,69,2018-02-01T19:44:33.000Z,kristinairby24,https://www.instagram.com/p/BeqpA3qgcO1/?tagged=adoptlove,0
0,2018-02-12 21:14:19.279285,"#Repost @seespotrescued
・・・
Homeland’s Nick Brody needs a home(land)! Nick is a 5-6 year old Hound/Shepherd mix (though, one look at his ears and you might think he’s part bat!). He’s a big goofball who’s very happy to play and run around, but, he’s also always excited to snuggle and show affection to his humans. Brody loves balls, but if you really want to impress him, antlers are his absolute favorite treat. This fun-loving pup has manners to spare and knows all sorts of tricks: he’s housebroken, crate trained, and he’ll sit, lie down, shake and go to place if you just say the words. All you have to say first is, “Come home with me, Nick Brody!"" Nick Brody is neutered, up to date on vaccines, and microchipped. Email seespotrescued@gmail.com for an adoption application.
.
.
.
#StartAStoryAdopt #dogsofinstagram #dogstagram #adopt #adoptapet #adoptdontshop #muttsofinstagram #dogoftheday #rescuepetsofinstagram #whywerescue #rescuesrule #peoplepets #buzzfeedanimals #foundmyanimal #choosetoadopt #rescuedogs #savethemall #bethechange #rescuedogsofinstagram #shelterdogsrule #sitstaylove #weeklyfluff #rescueisthenewblack #puppyfever #muttskickbutt #adoptlove #SmartGirlsAdopt",False,52,2018-02-01T19:22:48.000Z,lifewiththedoodle,https://www.instagram.com/p/Beqmhk3A_PH/?tagged=adoptlove,0
1,2018-02-12 21:14:19.279285,💙,False,52,2018-02-01T19:22:48.000Z,lifewiththedoodle,https://www.instagram.com/p/Beqmhk3A_PH/?tagged=adoptlove,0
2,2018-02-12 21:14:19.279285,wow! 😸...,False,52,2018-02-01T19:22:48.000Z,lifewiththedoodle,https://www.instagram.com/p/Beqmhk3A_PH/?tagged=adoptlove,0
0,2018-02-12 21:14:25.207232,"And just like that a year has flown by. I am so thankful for every second I get to spend laughing, kissing and spoiling this sweet pup and feel so incredibly blessed to call her mine. She’s changed my life so much and I can’t wait to see what the year ahead brings. Happy gotcha day, my sweet girl. I love you more than you will ever know. 🐶💕🙌🏼 #willa #rescue #obsessed #pyreneesmix #adoptlove #crazydogmom #boardercolliemix #mutt",False,108,2018-02-01T18:48:13.000Z,nutritiouskate,https://www.instagram.com/p/BeqikSlFJoL/?tagged=adoptlove,0
1,2018-02-12 21:14:25.207232,@nutritiouskate such a cute face!,False,108,2018-02-01T18:48:13.000Z,nutritiouskate,https://www.instagram.com/p/BeqikSlFJoL/?tagged=adoptlove,0
2,2018-02-12 21:14:25.207232,🖤,False,108,2018-02-01T18:48:13.000Z,nutritiouskate,https://www.instagram.com/p/BeqikSlFJoL/?tagged=adoptlove,0
3,2018-02-12 21:14:25.207232,😍😍😍😍😍😍,False,108,2018-02-01T18:48:13.000Z,nutritiouskate,https://www.instagram.com/p/BeqikSlFJoL/?tagged=adoptlove,0
4,2018-02-12 21:14:25.207232,@jamestwise I can’t get enough of it 💕,False,108,2018-02-01T18:48:13.000Z,nutritiouskate,https://www.instagram.com/p/BeqikSlFJoL/?tagged=adoptlove,0
