,access_time,comments,is_vid,num_likes,post_time,url,view_count
0,2018-02-12 17:33:20.430919,"Watch the AMAZING ride quality of my Ford truck going down the paved interstate. GMC claims to make 1000 micro adjustments per second to give you the smoothest ride. Other than my windshield cracking from all the bouncing, feeling like I’ve been getting punched in the kidneys for the last two hours by my truck, and having my bowels shaking uncontrollably loose I love ❤️ my ford. #teamford #smoothride #likesilk #shakennotstirred @ford #fordtrucks #gmc #gmctrucks #truckguy #sarcasm #contractor #worktruck #ford #contractorlife #worktrip",True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
1,2018-02-12 17:33:20.430919,:DDDDD,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
2,2018-02-12 17:33:20.430919,Time for a GMC.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
3,2018-02-12 17:33:20.430919,Too bad gmc and ford are completely different companies and any claims gmc makes would have no impact on ford. Try to keep a Chevy running for 50 years and tell me how bad a ford is.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
4,2018-02-12 17:33:20.430919,Try throwing 2-300 pounds in the bed. That usually fixes it for me.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
5,2018-02-12 17:33:20.430919,My 50 year old f-100 runs very smooth. You might want to take it in to a dealership or just sell it and quit whining.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
6,2018-02-12 17:33:20.430919,@stanley_dirtmonkey_genadek Stanley that road is a good way to keep you regular,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
7,2018-02-12 17:33:20.430919,I like my chevy. Rides like a Cadillac still at 120k.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
8,2018-02-12 17:33:20.430919,"It’s called a truck for a reason. It’s all about capacity. GMC/Chevy can’t tow as much or haul as much as the ford. More leaf springs, rougher ride, more capacity.",True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
9,2018-02-12 17:33:20.430919,At least it’s not a dodge!,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
10,2018-02-12 17:33:20.430919,Nice 👍. Look at all these people on the great debate of trucks. Funny how everyone thinks that there truck is the best and everyone else’s is junk. As contractors we use what fits our needs. Some of these comments are just ignorance. All the people that say such and such brand is garbage but yet they have never worked out of them.,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
11,2018-02-12 17:33:20.430919,@tannonmerrill I have a 1970 c-10 pickup original everything... rusted and still runs really smooth and the engine runs well still as well just burns oil. FORDS SUCK man...,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
12,2018-02-12 17:33:20.430919,There's a company that makes shackles called Sulastic Shackles. Seen them on Big Truck Big RV channel. They are a rubber spring shackle and help soften the ride @stanley_dirtmonkey_genadek,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
13,2018-02-12 17:33:20.430919,Nice I can shake my camera in a Chevy and get the same results,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
14,2018-02-12 17:33:20.430919,GMC>ford,True,734,2018-02-06T18:41:03.000Z,https://www.instagram.com/p/Be3ZojojBwL/,"11,426"
